village_id,ndvi_2019,ndvi_2024,ndvi_delta,ndvi_delta_abs
VIL059622,0.2143,0.3496,0.1353,0.1353
VIL059623,0.6742,0.6187,-0.0555,0.0555
VIL059624,0.6269,0.4976,-0.1293,0.1293
VIL059625,0.359,0.3085,-0.0505,0.0505
VIL059626,0.3158,0.3183,0.0025,0.0025
VIL059627,0.7041,0.8124,0.1083,0.1083
VIL059628,0.6512,0.7116,0.0604,0.0604
VIL059629,0.5923,0.5572,-0.0351,0.0351
VIL059630,0.309,0.3173,0.0083,0.0083
VIL059631,0.6936,0.7558,0.0622,0.0622
VIL059632,0.2283,0.2325,0.0042,0.0042
VIL059633,0.7267,0.6001,-0.1266,0.1266
VIL059634,0.3717,0.3806,0.0088,0.0088
VIL059635,0.6418,0.5532,-0.0885,0.0885
VIL059636,0.6,0.589,-0.011,0.011
VIL059637,0.3917,0.351,-0.0406,0.0406
VIL059638,0.2258,0.2849,0.0591,0.0591
VIL059639,0.6431,0.6901,0.047,0.047
VIL059640,0.6826,0.7181,0.0355,0.0355
VIL059641,0.303,0.2837,-0.0194,0.0194
VIL059642,0.4478,0.3067,-0.1411,0.1411
VIL059643,0.2008,0.3137,0.1129,0.1129
VIL059644,0.6875,0.517,-0.1705,0.1705
VIL059645,0.5592,0.4805,-0.0786,0.0786
VIL059646,0.5156,0.4641,-0.0515,0.0515
VIL059647,0.6964,0.7526,0.0562,0.0562
VIL059648,0.4349,0.3969,-0.0381,0.0381
VIL059649,0.7372,0.7558,0.0185,0.0185
VIL059650,0.5441,0.7403,0.1962,0.1962
VIL059651,0.4913,0.5745,0.0833,0.0833
VIL059652,0.3184,0.2727,-0.0457,0.0457
VIL059653,0.3753,0.4595,0.0842,0.0842
VIL059654,0.3722,0.3556,-0.0166,0.0166
VIL059655,0.7316,0.7149,-0.0166,0.0166
VIL059656,0.7011,0.8087,0.1076,0.1076
VIL059657,0.7206,0.7057,-0.0149,0.0149
VIL059658,0.64,0.5542,-0.0857,0.0857
VIL059659,0.2865,0.3217,0.0352,0.0352
VIL059660,0.3321,0.568,0.2359,0.2359
VIL059661,0.2905,0.3276,0.0371,0.0371
VIL059662,0.6497,0.679,0.0293,0.0293
VIL059663,0.67,0.7078,0.0377,0.0377
VIL059664,0.3626,0.3769,0.0143,0.0143
VIL059665,0.6693,0.7435,0.0741,0.0741
VIL059666,0.2688,0.3547,0.0859,0.0859
VIL059667,0.6876,0.8536,0.166,0.166
VIL059668,0.6339,0.6105,-0.0234,0.0234
VIL059669,0.7327,0.7084,-0.0243,0.0243
VIL059670,0.3409,0.1964,-0.1445,0.1445
VIL059671,0.6908,0.7306,0.0398,0.0398
VIL059672,0.2292,0.238,0.0089,0.0089
VIL059673,0.4444,0.4536,0.0092,0.0092
VIL059674,0.5078,0.4455,-0.0623,0.0623
VIL059675,0.6347,0.7725,0.1377,0.1377
VIL059676,0.5275,0.581,0.0535,0.0535
VIL059677,0.514,0.4474,-0.0667,0.0667
VIL059678,0.5305,0.5364,0.0059,0.0059
VIL059679,0.2782,0.3415,0.0632,0.0632
VIL059680,0.5338,0.6415,0.1078,0.1078
VIL059681,0.5241,0.6264,0.1022,0.1022
VIL059682,0.5419,0.5616,0.0197,0.0197
VIL059683,0.562,0.7165,0.1545,0.1545
VIL059684,0.6938,0.6998,0.006,0.006
VIL059685,0.7056,0.8603,0.1547,0.1547
VIL059686,0.5927,0.691,0.0984,0.0984
VIL059687,0.3504,0.4035,0.0532,0.0532
VIL059688,0.6476,0.594,-0.0536,0.0536
VIL059689,0.6399,0.6181,-0.0218,0.0218
VIL059690,0.749,0.7657,0.0167,0.0167
VIL059691,0.6147,0.6304,0.0156,0.0156
VIL059692,0.7451,0.7448,-0.0003,0.0003
VIL059693,0.5534,0.5872,0.0339,0.0339
VIL059694,0.5063,0.4228,-0.0834,0.0834
VIL059695,0.3023,0.3274,0.0251,0.0251
VIL059696,0.2506,0.1661,-0.0845,0.0845
VIL059697,0.2947,0.1904,-0.1043,0.1043
VIL059698,0.4117,0.4871,0.0753,0.0753
VIL059699,0.5054,0.6245,0.119,0.119
VIL059700,0.5065,0.5244,0.018,0.018
VIL059701,0.2628,0.1543,-0.1086,0.1086
VIL059702,0.6336,0.6793,0.0457,0.0457
VIL059703,0.7136,0.6872,-0.0265,0.0265
VIL059704,0.2479,0.2435,-0.0045,0.0045
VIL059705,0.2174,0.3217,0.1043,0.1043
VIL059706,0.5592,0.6197,0.0605,0.0605
VIL059707,0.2908,0.2575,-0.0334,0.0334
VIL059708,0.6956,0.6113,-0.0843,0.0843
VIL059709,0.5616,0.5828,0.0212,0.0212
VIL059710,0.3027,0.3221,0.0194,0.0194
VIL059711,0.4361,0.4553,0.0193,0.0193
VIL059712,0.5702,0.5558,-0.0144,0.0144
VIL059713,0.3774,0.3017,-0.0757,0.0757
VIL059714,0.3423,0.3864,0.0442,0.0442
VIL059715,0.2419,0.2495,0.0076,0.0076
VIL059716,0.5573,0.5187,-0.0386,0.0386
VIL059717,0.4738,0.5321,0.0583,0.0583
VIL059718,0.6017,0.6766,0.0749,0.0749
VIL059719,0.5409,0.5683,0.0274,0.0274
VIL059720,0.2791,0.2648,-0.0143,0.0143
VIL059721,0.3332,0.3548,0.0216,0.0216
VIL059722,0.352,0.259,-0.093,0.093
VIL059723,0.3752,0.3536,-0.0215,0.0215
VIL059724,0.2304,0.2605,0.0301,0.0301
VIL059725,0.2715,0.2177,-0.0538,0.0538
VIL059726,0.363,0.4228,0.0598,0.0598
VIL059727,0.72,0.7925,0.0725,0.0725
VIL059728,0.2223,0.4072,0.185,0.185
VIL059729,0.4851,0.5289,0.0438,0.0438
VIL059730,0.7091,0.8393,0.1302,0.1302
VIL059731,0.6493,0.65,0.0007,0.0007
VIL059732,0.5378,0.5178,-0.02,0.02
VIL059733,0.6905,0.8516,0.1611,0.1611
VIL059734,0.2773,0.2693,-0.0079,0.0079
VIL059735,0.3793,0.2806,-0.0988,0.0988
VIL059736,0.5936,0.7716,0.178,0.178
VIL059737,0.3353,0.4195,0.0842,0.0842
VIL059738,0.3511,0.3754,0.0243,0.0243
VIL059739,0.3891,0.426,0.0369,0.0369
VIL059740,0.6643,0.6003,-0.064,0.064
VIL059741,0.7174,0.7284,0.011,0.011
VIL059742,0.5089,0.3947,-0.1142,0.1142
VIL059743,0.5404,0.4915,-0.0489,0.0489
VIL059744,0.7402,0.7258,-0.0144,0.0144
VIL059745,0.7176,0.7531,0.0355,0.0355
VIL059746,0.5334,0.4835,-0.0499,0.0499
VIL059747,0.2265,0.2655,0.039,0.039
VIL059748,0.4044,0.3976,-0.0068,0.0068
VIL059749,0.2175,0.2747,0.0573,0.0573
VIL059750,0.5632,0.4956,-0.0676,0.0676
VIL059751,0.3143,0.4262,0.1118,0.1118
VIL059752,0.6333,0.6562,0.023,0.023
VIL059753,0.4172,0.4492,0.032,0.032
VIL059754,0.5431,0.564,0.0209,0.0209
VIL059755,0.7395,0.9,0.1605,0.1605
VIL059756,0.6816,0.6683,-0.0132,0.0132
VIL059757,0.2559,0.4378,0.1818,0.1818
VIL059758,0.6121,0.7443,0.1322,0.1322
VIL059759,0.327,0.3028,-0.0242,0.0242
VIL059760,0.3031,0.4698,0.1667,0.1667
VIL059761,0.39,0.316,-0.074,0.074
VIL059762,0.667,0.6368,-0.0302,0.0302
VIL059763,0.3119,0.2583,-0.0537,0.0537
VIL059764,0.2782,0.2771,-0.001,0.001
VIL059765,0.6876,0.6294,-0.0581,0.0581
VIL059766,0.7103,0.6918,-0.0185,0.0185
VIL059767,0.6214,0.6471,0.0257,0.0257
VIL059768,0.712,0.7022,-0.0098,0.0098
VIL059769,0.6623,0.7217,0.0594,0.0594
VIL059770,0.6498,0.5752,-0.0747,0.0747
VIL059771,0.5872,0.5273,-0.0599,0.0599
VIL059772,0.3111,0.3423,0.0312,0.0312
VIL059773,0.415,0.4875,0.0725,0.0725
VIL059774,0.358,0.4051,0.047,0.047
VIL059775,0.3686,0.3255,-0.0431,0.0431
VIL059776,0.2992,0.3082,0.0091,0.0091
VIL059777,0.4917,0.6734,0.1817,0.1817
VIL059778,0.2791,0.1753,-0.1038,0.1038
VIL059779,0.499,0.5666,0.0676,0.0676
VIL059780,0.3456,0.3353,-0.0103,0.0103
VIL059781,0.297,0.1977,-0.0992,0.0992
VIL059782,0.6421,0.6825,0.0404,0.0404
VIL059783,0.3527,0.4297,0.077,0.077
VIL059784,0.4168,0.4568,0.04,0.04
VIL059785,0.3821,0.4432,0.0611,0.0611
VIL059786,0.4851,0.562,0.0769,0.0769
VIL059787,0.5455,0.6675,0.1219,0.1219
VIL059788,0.7274,0.7577,0.0302,0.0302
VIL059789,0.2999,0.3169,0.017,0.017
VIL059790,0.6893,0.7429,0.0536,0.0536
VIL059791,0.4832,0.5352,0.052,0.052
VIL059792,0.6199,0.5302,-0.0897,0.0897
VIL059793,0.2141,0.3041,0.0901,0.0901
VIL059794,0.6429,0.6808,0.038,0.038
VIL059795,0.3793,0.4455,0.0662,0.0662
VIL059796,0.2757,0.2126,-0.0632,0.0632
VIL059797,0.6585,0.5872,-0.0714,0.0714
VIL059798,0.6655,0.7463,0.0808,0.0808
VIL059799,0.3603,0.3016,-0.0586,0.0586
VIL059800,0.6468,0.6542,0.0074,0.0074
VIL059801,0.2655,0.1593,-0.1062,0.1062
VIL059802,0.4604,0.427,-0.0335,0.0335
VIL059803,0.7284,0.7326,0.0042,0.0042
VIL059804,0.4061,0.485,0.0789,0.0789
VIL059805,0.6996,0.671,-0.0286,0.0286
VIL059806,0.304,0.234,-0.07,0.07
VIL059807,0.3843,0.52,0.1357,0.1357
VIL059808,0.6004,0.6497,0.0492,0.0492
VIL059809,0.4941,0.3411,-0.153,0.153
VIL059810,0.5169,0.6675,0.1506,0.1506
VIL059811,0.5549,0.6984,0.1434,0.1434
VIL059812,0.2889,0.2988,0.0099,0.0099
VIL059813,0.4521,0.4992,0.0471,0.0471
VIL059814,0.7307,0.7926,0.0619,0.0619
VIL059815,0.7103,0.846,0.1357,0.1357
VIL059816,0.4771,0.4659,-0.0112,0.0112
VIL059817,0.4513,0.5043,0.053,0.053
VIL059818,0.277,0.3091,0.0321,0.0321
VIL059819,0.2214,0.325,0.1036,0.1036
VIL059820,0.5553,0.6449,0.0895,0.0895
VIL059821,0.6027,0.5737,-0.029,0.029
VIL059822,0.3148,0.3856,0.0709,0.0709
VIL059823,0.543,0.3397,-0.2033,0.2033
VIL059824,0.2129,0.2135,0.0006,0.0006
VIL059825,0.7132,0.7448,0.0316,0.0316
VIL059826,0.2555,0.223,-0.0325,0.0325
VIL059827,0.6417,0.6707,0.029,0.029
VIL059828,0.2731,0.3096,0.0366,0.0366
VIL059829,0.404,0.4689,0.0649,0.0649
VIL059830,0.6541,0.6903,0.0362,0.0362
VIL059831,0.6542,0.8161,0.1619,0.1619
VIL059832,0.5898,0.6445,0.0547,0.0547
VIL059833,0.7172,0.9,0.1828,0.1828
VIL059834,0.6211,0.8109,0.1898,0.1898
VIL059835,0.6238,0.5314,-0.0924,0.0924
VIL059836,0.4523,0.3998,-0.0525,0.0525
VIL059837,0.2567,0.3014,0.0446,0.0446
VIL059838,0.7194,0.8285,0.1091,0.1091
VIL059839,0.3359,0.321,-0.0149,0.0149
VIL059840,0.3208,0.2249,-0.0959,0.0959
VIL059841,0.2103,0.2069,-0.0034,0.0034
VIL059842,0.7472,0.8138,0.0666,0.0666
VIL059843,0.2245,0.1111,-0.1134,0.1134
VIL059844,0.2012,0.3776,0.1764,0.1764
VIL059845,0.747,0.7876,0.0406,0.0406
VIL059846,0.6866,0.6689,-0.0177,0.0177
VIL059847,0.2167,0.1795,-0.0372,0.0372
VIL059848,0.54,0.6016,0.0616,0.0616
VIL059849,0.4481,0.4715,0.0234,0.0234
VIL059850,0.4894,0.5209,0.0315,0.0315
VIL059851,0.3145,0.3587,0.0442,0.0442
VIL059852,0.3914,0.5552,0.1638,0.1638
VIL059853,0.6252,0.6491,0.0238,0.0238
VIL059854,0.4079,0.3945,-0.0133,0.0133
VIL059855,0.5249,0.6151,0.0902,0.0902
VIL059856,0.729,0.6457,-0.0833,0.0833
VIL059857,0.7259,0.5762,-0.1497,0.1497
VIL059858,0.4846,0.4606,-0.024,0.024
VIL059859,0.3141,0.2902,-0.0239,0.0239
VIL059860,0.5302,0.5504,0.0202,0.0202
VIL059861,0.4737,0.3466,-0.1271,0.1271
VIL059862,0.413,0.243,-0.17,0.17
VIL059863,0.4825,0.5146,0.0321,0.0321
VIL059864,0.5756,0.712,0.1364,0.1364
VIL059865,0.5164,0.483,-0.0334,0.0334
VIL059866,0.3996,0.3952,-0.0044,0.0044
VIL059867,0.4226,0.5271,0.1045,0.1045
VIL059868,0.2432,0.3044,0.0612,0.0612
VIL059869,0.4467,0.4813,0.0346,0.0346
VIL059870,0.4403,0.3875,-0.0529,0.0529
VIL059871,0.6105,0.6032,-0.0073,0.0073
VIL059872,0.2082,0.1271,-0.0812,0.0812
VIL059873,0.5144,0.5715,0.057,0.057
VIL059874,0.7091,0.8701,0.161,0.161
VIL059875,0.5347,0.5259,-0.0088,0.0088
VIL059876,0.4773,0.5496,0.0723,0.0723
VIL059877,0.699,0.6949,-0.0041,0.0041
VIL059878,0.2596,0.1969,-0.0627,0.0627
VIL059879,0.5002,0.3755,-0.1248,0.1248
VIL059880,0.4395,0.5099,0.0704,0.0704
VIL059881,0.3517,0.3541,0.0024,0.0024
VIL059882,0.6577,0.6618,0.0042,0.0042
VIL059883,0.7321,0.7577,0.0256,0.0256
VIL059884,0.2076,0.306,0.0983,0.0983
VIL059885,0.2349,0.3685,0.1336,0.1336
VIL059886,0.6044,0.4901,-0.1142,0.1142
VIL059887,0.546,0.5493,0.0033,0.0033
VIL059888,0.2789,0.4237,0.1448,0.1448
VIL059889,0.6778,0.7734,0.0956,0.0956
VIL059890,0.6067,0.6016,-0.0051,0.0051
VIL059891,0.5732,0.6021,0.0289,0.0289
VIL059892,0.2224,0.2449,0.0225,0.0225
VIL059893,0.5035,0.5205,0.017,0.017
VIL059894,0.4859,0.627,0.1412,0.1412
VIL059895,0.2076,0.4046,0.197,0.197
VIL059896,0.6672,0.766,0.0988,0.0988
VIL059897,0.5667,0.7346,0.1679,0.1679
VIL059898,0.6832,0.8016,0.1184,0.1184
VIL059899,0.7032,0.5796,-0.1236,0.1236
VIL059900,0.6127,0.6165,0.0038,0.0038
VIL059901,0.7016,0.6288,-0.0728,0.0728
VIL059902,0.297,0.3518,0.0547,0.0547
VIL059903,0.3853,0.3479,-0.0373,0.0373
VIL059904,0.4639,0.5226,0.0587,0.0587
VIL059905,0.3335,0.489,0.1554,0.1554
VIL059906,0.7446,0.9,0.1554,0.1554
VIL059907,0.295,0.41,0.115,0.115
VIL059908,0.6298,0.717,0.0871,0.0871
VIL059909,0.2556,0.3214,0.0658,0.0658
VIL059910,0.7058,0.7647,0.059,0.059
VIL059911,0.5727,0.6729,0.1002,0.1002
VIL059912,0.6415,0.7465,0.105,0.105
VIL059913,0.413,0.4416,0.0286,0.0286
VIL059914,0.638,0.6161,-0.0219,0.0219
VIL059915,0.6508,0.6049,-0.0458,0.0458
VIL059916,0.2398,0.2583,0.0185,0.0185
VIL059917,0.2777,0.2543,-0.0234,0.0234
VIL059918,0.359,0.4962,0.1372,0.1372
VIL059919,0.4307,0.4817,0.051,0.051
VIL059920,0.627,0.5279,-0.0991,0.0991
VIL059921,0.7057,0.7373,0.0316,0.0316
VIL059922,0.2957,0.2469,-0.0488,0.0488
VIL059923,0.7289,0.6593,-0.0696,0.0696
VIL059924,0.2821,0.2697,-0.0124,0.0124
VIL059925,0.3103,0.376,0.0657,0.0657
VIL059926,0.7196,0.674,-0.0456,0.0456
VIL059927,0.2378,0.2481,0.0103,0.0103
VIL059928,0.6782,0.6665,-0.0117,0.0117
VIL059929,0.2705,0.2403,-0.0302,0.0302
VIL059930,0.7419,0.6741,-0.0679,0.0679
VIL059931,0.2683,0.4738,0.2055,0.2055
VIL059932,0.6639,0.5515,-0.1123,0.1123
VIL059933,0.747,0.7644,0.0173,0.0173
VIL059934,0.6596,0.7186,0.059,0.059
VIL059935,0.5041,0.5426,0.0385,0.0385
VIL059936,0.2857,0.1404,-0.1453,0.1453
VIL059937,0.5484,0.566,0.0176,0.0176
VIL059938,0.4311,0.424,-0.0071,0.0071
VIL059939,0.6316,0.6773,0.0457,0.0457
VIL059940,0.5897,0.675,0.0853,0.0853
VIL059941,0.5122,0.5173,0.0051,0.0051
VIL059942,0.476,0.4622,-0.0138,0.0138
VIL059943,0.7388,0.7413,0.0025,0.0025
VIL059944,0.3677,0.3949,0.0272,0.0272
VIL059945,0.3244,0.3499,0.0255,0.0255
VIL059946,0.7225,0.7427,0.0202,0.0202
VIL059947,0.5794,0.5263,-0.0531,0.0531
VIL059948,0.3727,0.3652,-0.0075,0.0075
VIL059949,0.6752,0.6704,-0.0048,0.0048
VIL059950,0.5677,0.5305,-0.0372,0.0372
VIL059951,0.5464,0.6489,0.1024,0.1024
VIL059952,0.551,0.5765,0.0255,0.0255
VIL059953,0.2086,0.2626,0.0541,0.0541
VIL059954,0.393,0.3729,-0.0201,0.0201
VIL059955,0.3655,0.2819,-0.0837,0.0837
VIL059956,0.287,0.2662,-0.0208,0.0208
VIL059957,0.275,0.2684,-0.0066,0.0066
VIL059958,0.4212,0.4304,0.0093,0.0093
VIL059959,0.2855,0.2955,0.01,0.01
VIL059960,0.4835,0.4544,-0.0291,0.0291
VIL059961,0.5937,0.6189,0.0252,0.0252
VIL059962,0.2657,0.2599,-0.0058,0.0058
VIL059963,0.6459,0.6606,0.0147,0.0147
VIL059964,0.5659,0.7081,0.1422,0.1422
VIL059965,0.4172,0.4878,0.0705,0.0705
VIL059966,0.7253,0.667,-0.0583,0.0583
VIL059967,0.6229,0.6787,0.0557,0.0557
VIL059968,0.2245,0.3562,0.1317,0.1317
VIL059969,0.5243,0.4307,-0.0936,0.0936
VIL059970,0.6783,0.731,0.0528,0.0528
VIL059971,0.5179,0.3987,-0.1191,0.1191
VIL059972,0.5138,0.5307,0.0169,0.0169
VIL059973,0.7109,0.8752,0.1642,0.1642
VIL059974,0.4487,0.3796,-0.069,0.069
VIL059975,0.5422,0.6026,0.0604,0.0604
VIL059976,0.2901,0.2933,0.0031,0.0031
VIL059977,0.2814,0.2005,-0.0808,0.0808
VIL059978,0.2135,0.1891,-0.0244,0.0244
VIL059979,0.2967,0.3516,0.0549,0.0549
VIL059980,0.557,0.7715,0.2145,0.2145
VIL059981,0.5381,0.6016,0.0635,0.0635
VIL059982,0.5116,0.5179,0.0063,0.0063
VIL059983,0.6028,0.5222,-0.0807,0.0807
VIL059984,0.5961,0.6581,0.062,0.062
VIL059985,0.536,0.5509,0.015,0.015
VIL059986,0.6889,0.7342,0.0453,0.0453
VIL059987,0.3938,0.4449,0.0511,0.0511
VIL059988,0.3452,0.4521,0.1069,0.1069
VIL059989,0.6749,0.7578,0.0829,0.0829
VIL059990,0.4893,0.4683,-0.021,0.021
VIL059991,0.4496,0.5668,0.1173,0.1173
VIL059992,0.3605,0.425,0.0645,0.0645
VIL059993,0.3678,0.376,0.0082,0.0082
VIL059994,0.2876,0.2696,-0.0181,0.0181
VIL059995,0.6326,0.6241,-0.0086,0.0086
VIL059996,0.6229,0.613,-0.0099,0.0099
VIL059997,0.6018,0.6195,0.0177,0.0177
VIL059998,0.4069,0.389,-0.0179,0.0179
VIL059999,0.441,0.4113,-0.0297,0.0297
VIL060000,0.6444,0.6439,-0.0005,0.0005
VIL060001,0.5246,0.5468,0.0222,0.0222
VIL060002,0.5515,0.6025,0.051,0.051
VIL060003,0.5571,0.6305,0.0734,0.0734
VIL060004,0.5211,0.4462,-0.0748,0.0748
VIL060005,0.6708,0.6682,-0.0026,0.0026
VIL060006,0.2029,0.3138,0.1109,0.1109
VIL060007,0.7085,0.7087,0.0002,0.0002
VIL060008,0.2554,0.1487,-0.1067,0.1067
VIL060009,0.5597,0.5757,0.016,0.016
VIL060010,0.5262,0.5162,-0.0099,0.0099
VIL060011,0.2415,0.3898,0.1483,0.1483
VIL060012,0.3302,0.3912,0.0611,0.0611
VIL060013,0.2234,0.3034,0.0799,0.0799
VIL060014,0.381,0.4386,0.0576,0.0576
VIL060015,0.7446,0.7617,0.017,0.017
VIL060016,0.6063,0.5927,-0.0136,0.0136
VIL060017,0.6744,0.6461,-0.0283,0.0283
VIL060018,0.5632,0.491,-0.0722,0.0722
VIL060019,0.3042,0.2531,-0.0511,0.0511
VIL060020,0.6726,0.5542,-0.1184,0.1184
VIL060021,0.7085,0.6845,-0.024,0.024
VIL060022,0.2134,0.2569,0.0435,0.0435
VIL060023,0.6488,0.7973,0.1485,0.1485
VIL060024,0.5343,0.4123,-0.122,0.122
VIL060025,0.5658,0.4653,-0.1005,0.1005
VIL060026,0.7347,0.6089,-0.1259,0.1259
VIL060027,0.4955,0.6264,0.1309,0.1309
VIL060028,0.3987,0.3078,-0.0909,0.0909
VIL060029,0.3427,0.3711,0.0284,0.0284
VIL060030,0.5436,0.6045,0.0609,0.0609
VIL060031,0.6377,0.6515,0.0138,0.0138
VIL060032,0.6931,0.7002,0.0071,0.0071
VIL060033,0.4748,0.595,0.1202,0.1202
VIL060034,0.5422,0.4031,-0.1392,0.1392
VIL060035,0.4396,0.5547,0.1151,0.1151
VIL060036,0.3859,0.4529,0.0671,0.0671
VIL060037,0.4459,0.3922,-0.0537,0.0537
VIL060038,0.6477,0.514,-0.1337,0.1337
VIL060039,0.583,0.5711,-0.0119,0.0119
VIL060040,0.5741,0.5815,0.0074,0.0074
VIL060041,0.3846,0.3851,0.0005,0.0005
VIL060042,0.663,0.6601,-0.0029,0.0029
VIL060043,0.3554,0.2729,-0.0824,0.0824
VIL060044,0.5541,0.5287,-0.0254,0.0254
VIL060045,0.3587,0.3078,-0.0509,0.0509
VIL060046,0.3181,0.4103,0.0922,0.0922
VIL060047,0.4832,0.49,0.0068,0.0068
VIL060048,0.4301,0.43,-0.0001,0.0001
VIL060049,0.7417,0.6872,-0.0546,0.0546
VIL060050,0.4441,0.3774,-0.0668,0.0668
VIL060051,0.637,0.631,-0.006,0.006
VIL060052,0.4899,0.4408,-0.0491,0.0491
VIL060053,0.678,0.6838,0.0058,0.0058
VIL060054,0.5083,0.4709,-0.0374,0.0374
VIL060055,0.5574,0.387,-0.1704,0.1704
VIL060056,0.67,0.6857,0.0157,0.0157
VIL060057,0.6728,0.6183,-0.0544,0.0544
VIL060058,0.5156,0.5168,0.0011,0.0011
VIL060059,0.3385,0.262,-0.0766,0.0766
VIL060060,0.4205,0.4196,-0.0009,0.0009
VIL060061,0.3406,0.3369,-0.0037,0.0037
VIL060062,0.4982,0.4515,-0.0467,0.0467
VIL060063,0.4677,0.5609,0.0932,0.0932
VIL060064,0.7404,0.8444,0.104,0.104
VIL060065,0.5134,0.47,-0.0434,0.0434
VIL060066,0.3162,0.2411,-0.0751,0.0751
VIL060067,0.4053,0.4596,0.0543,0.0543
VIL060068,0.2274,0.2718,0.0444,0.0444
VIL060069,0.403,0.5123,0.1093,0.1093
VIL060070,0.5093,0.502,-0.0074,0.0074
VIL060071,0.393,0.5384,0.1454,0.1454
VIL060072,0.4482,0.5237,0.0755,0.0755
VIL060073,0.4877,0.4612,-0.0265,0.0265
VIL060074,0.3387,0.4754,0.1367,0.1367
VIL060075,0.653,0.8608,0.2078,0.2078
VIL060076,0.4425,0.3821,-0.0604,0.0604
VIL060077,0.471,0.428,-0.043,0.043
VIL060078,0.2665,0.4949,0.2283,0.2283
VIL060079,0.5371,0.6323,0.0952,0.0952
VIL060080,0.3941,0.4998,0.1057,0.1057
VIL060081,0.3049,0.2912,-0.0137,0.0137
VIL060082,0.5917,0.5802,-0.0114,0.0114
VIL060083,0.4356,0.458,0.0224,0.0224
VIL060084,0.3551,0.2708,-0.0844,0.0844
VIL060085,0.4179,0.3589,-0.059,0.059
VIL060086,0.674,0.6922,0.0182,0.0182
VIL060087,0.4739,0.6432,0.1693,0.1693
VIL060088,0.2925,0.2814,-0.0111,0.0111
VIL060089,0.2628,0.2371,-0.0257,0.0257
VIL060090,0.4715,0.4531,-0.0184,0.0184
VIL060091,0.3351,0.3276,-0.0074,0.0074
VIL060092,0.3851,0.4644,0.0793,0.0793
VIL060093,0.3832,0.3866,0.0034,0.0034
VIL060094,0.6854,0.7632,0.0778,0.0778
VIL060095,0.6018,0.5342,-0.0676,0.0676
VIL060096,0.4275,0.4424,0.0149,0.0149
VIL060097,0.7442,0.8597,0.1155,0.1155
VIL060098,0.4121,0.2586,-0.1535,0.1535
VIL060099,0.5932,0.716,0.1227,0.1227
VIL060100,0.3912,0.4246,0.0334,0.0334
VIL060101,0.5212,0.6191,0.0979,0.0979
VIL060102,0.6028,0.6664,0.0636,0.0636
VIL060103,0.3545,0.3943,0.0397,0.0397
VIL060104,0.6053,0.6585,0.0533,0.0533
VIL060105,0.4943,0.5384,0.0441,0.0441
VIL060106,0.3702,0.4807,0.1105,0.1105
VIL060107,0.4748,0.4788,0.0041,0.0041
VIL060108,0.7103,0.6747,-0.0356,0.0356
VIL060109,0.6736,0.6216,-0.0521,0.0521
VIL060110,0.6582,0.7027,0.0445,0.0445
VIL060111,0.2139,0.325,0.1111,0.1111
VIL060112,0.5199,0.3382,-0.1817,0.1817
VIL060113,0.7352,0.7699,0.0347,0.0347
VIL060114,0.372,0.3246,-0.0473,0.0473
VIL060115,0.3273,0.3264,-0.0009,0.0009
VIL060116,0.5179,0.4975,-0.0204,0.0204
VIL060117,0.2423,0.2856,0.0433,0.0433
VIL060118,0.4488,0.3801,-0.0687,0.0687
VIL060119,0.2915,0.3912,0.0998,0.0998
VIL060120,0.384,0.447,0.063,0.063
VIL060121,0.358,0.3068,-0.0513,0.0513
VIL060122,0.6181,0.5666,-0.0515,0.0515
VIL060123,0.6634,0.6046,-0.0588,0.0588
VIL060124,0.3116,0.2287,-0.0828,0.0828
VIL060125,0.4285,0.3392,-0.0893,0.0893
VIL060126,0.3195,0.4109,0.0914,0.0914
VIL060127,0.6275,0.5601,-0.0673,0.0673
VIL060128,0.2336,0.2354,0.0018,0.0018
VIL060129,0.7442,0.8077,0.0635,0.0635
VIL060130,0.2165,0.2827,0.0662,0.0662
VIL060131,0.5961,0.5793,-0.0168,0.0168
VIL060132,0.4339,0.6365,0.2026,0.2026
VIL060133,0.5411,0.4482,-0.0928,0.0928
VIL060134,0.6825,0.5977,-0.0848,0.0848
VIL060135,0.4319,0.3438,-0.0881,0.0881
VIL060136,0.6777,0.7146,0.0369,0.0369
VIL060137,0.3824,0.4228,0.0404,0.0404
VIL060138,0.4019,0.4166,0.0147,0.0147
VIL060139,0.7122,0.7578,0.0456,0.0456
VIL060140,0.5197,0.4108,-0.1089,0.1089
VIL060141,0.4925,0.4953,0.0028,0.0028
VIL060142,0.5995,0.5319,-0.0675,0.0675
VIL060143,0.4824,0.4422,-0.0402,0.0402
VIL060144,0.3246,0.43,0.1054,0.1054
VIL060145,0.2792,0.2334,-0.0458,0.0458
VIL060146,0.3339,0.4723,0.1384,0.1384
VIL060147,0.5624,0.6549,0.0925,0.0925
VIL060148,0.3385,0.4463,0.1078,0.1078
VIL060149,0.4498,0.5069,0.0571,0.0571
VIL060150,0.7443,0.7541,0.0098,0.0098
VIL060151,0.3393,0.2976,-0.0417,0.0417
VIL060152,0.5199,0.5153,-0.0047,0.0047
VIL060153,0.3149,0.2617,-0.0532,0.0532
VIL060154,0.746,0.7838,0.0378,0.0378
VIL060155,0.3254,0.3393,0.0139,0.0139
VIL060156,0.3192,0.4585,0.1394,0.1394
VIL060157,0.6022,0.7351,0.1329,0.1329
VIL060158,0.6767,0.876,0.1993,0.1993
